NET-00001 | 0.0023 | -0.1404 | 0.0021 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01526 | -0.3537 | 0.0469 | 0.1113 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01527 | -2.8173 | 0.0911 | 0.4390 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01528 | -2.0136 | -0.0942 | 0.3023 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01529 | 0.2853 | 0.0436 | 0.1326 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01530 | 0.4348 | 0.1020 | 0.0718 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01531 | -0.4418 | 0.1255 | 0.2230 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01532 | -0.2761 | 0.0648 | 0.1149 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01533 | 1.8732 | 0.0285 | 0.0819 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01534 | -0.7481 | -0.0501 | 0.1046 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01535 | 0.3620 | -0.0704 | 0.1199 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01536 | -1.1223 | -0.0913 | 0.3188 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01537 | -1.1556 | -0.0028 | 0.0080 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01538 | 1.5659 | 0.0360 | 0.0863 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01539 | -2.4944 | -0.0773 | 0.2935 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01540 | 1.5945 | -0.0835 | 0.2891 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01541 | 2.2183 | 0.0250 | 0.0886 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01542 | -3.3661 | 0.0284 | 0.1471 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01543 | 1.5756 | 0.1412 | 0.4308 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01544 | -0.9714 | 0.1302 | 0.2865 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01545 | 1.5711 | -0.1062 | 0.4461 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01546 | 1.0297 | -0.0336 | 0.0857 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01547 | 3.2101 | -0.0188 | 0.0967 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01548 | 0.3535 | 0.0156 | 0.0084 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01549 | -2.1473 | -0.1807 | 0.7535 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01550 | 0.5940 | 0.0464 | 0.0562 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01551 | 1.7196 | -0.1121 | 0.4593 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01552 | 1.8042 | 0.0373 | 0.1239 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01553 | 1.6687 | 0.0726 | 0.2158 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01554 | 2.2998 | -0.0471 | 0.1762 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01555 | -0.4973 | -0.0457 | 0.1178 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01556 | -2.1284 | -0.0396 | 0.1291 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01557 | 1.4111 | 0.0128 | 0.0304 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01558 | -0.4947 | 0.0040 | 0.0033 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01559 | 3.4195 | -0.1952 | 1.0545 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01560 | 2.5874 | -0.0605 | 0.2456 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01561 | -0.2597 | -0.0719 | 0.0997 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01562 | -2.6116 | -0.0124 | 0.0516 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01563 | 3.2074 | 0.0058 | 0.0302 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01564 | -1.0881 | -0.0492 | 0.1008 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01565 | 2.1238 | 0.0525 | 0.1737 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01566 | -1.1771 | 0.0308 | 0.0651 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01567 | 0.7803 | 0.0208 | 0.0321 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01568 | -2.9571 | 0.3218 | 1.4604 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01569 | -0.1493 | -0.0269 | 0.0432 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01570 | -1.4805 | 0.0168 | 0.0500 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01571 | 1.1523 | -0.1222 | 0.2373 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01572 | -2.1585 | -0.0468 | 0.1583 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01573 | 0.3165 | 0.1025 | 0.2421 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01574 | 0.5766 | -0.0290 | 0.1030 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01575 | -3.0052 | 0.0454 | 0.2175 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01576 | -2.0551 | -0.0880 | 0.3290 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01577 | -1.9031 | -0.0495 | 0.2133 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01578 | 0.9077 | -0.0739 | 0.1057 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01579 | -0.1433 | 0.0665 | 0.0935 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01580 | 0.3123 | 0.0050 | 0.0024 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01581 | -1.5730 | 0.1180 | 0.3052 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01582 | -1.7828 | -0.1160 | 0.3692 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01583 | 1.0479 | -0.0144 | 0.0240 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01584 | -1.1977 | -0.0765 | 0.2087 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01585 | 3.3158 | 0.0907 | 0.4634 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01586 | -1.6489 | -0.0587 | 0.1936 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01587 | 1.3463 | -0.1323 | 0.2736 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01588 | -1.4345 | 0.0080 | 0.0201 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01589 | 0.8168 | 0.0370 | 0.0953 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01590 | 2.3529 | 0.1844 | 0.6884 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01591 | -0.3052 | 0.0716 | 0.1888 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01592 | 4.0607 | 0.0650 | 0.4002 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01593 | -2.4705 | -0.1345 | 0.5177 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01594 | -2.6340 | 0.0208 | 0.0854 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01595 | 1.3901 | 0.0345 | 0.0767 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01596 | -0.0006 | 0.0330 | 0.0264 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01597 | -0.4760 | 0.0680 | 0.1425 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01598 | -2.7023 | -0.0398 | 0.1698 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01599 | -2.0715 | 0.1552 | 0.5889 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01600 | 1.8493 | -0.1266 | 0.4560 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01601 | -0.7000 | 0.0673 | 0.1931 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01602 | -1.3023 | -0.0879 | 0.1746 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01603 | -0.6371 | 0.1228 | 0.3127 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01604 | -0.1685 | -0.0737 | 0.1050 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01605 | -1.7065 | -0.0904 | 0.3516 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01606 | 1.1568 | -0.0109 | 0.0275 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01607 | -3.6649 | 0.0712 | 0.3999 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01608 | 2.5307 | 0.0179 | 0.0689 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01609 | -3.0082 | 0.0746 | 0.3655 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01610 | -1.2969 | -0.0080 | 0.0268 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01611 | 2.0758 | -0.0796 | 0.2850 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01612 | 2.0938 | -0.0336 | 0.1209 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01613 | 0.6147 | 0.0140 | 0.0159 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01614 | -2.0481 | 0.0562 | 0.1881 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01615 | -0.5853 | -0.0722 | 0.1095 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01616 | 2.3958 | 0.0554 | 0.2291 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01617 | 2.8267 | 0.2756 | 1.3037 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01618 | -0.1482 | -0.0931 | 0.1847 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01619 | -0.6164 | -0.0138 | 0.0272 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01620 | 2.4335 | -0.1102 | 0.4320 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01621 | -0.7784 | 0.0927 | 0.1383 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01622 | -1.7734 | 0.2890 | 1.1522 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01623 | 1.2987 | -0.0047 | 0.0117 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01624 | 1.5204 | -0.0575 | 0.2398 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01625 | -1.2021 | 0.1140 | 0.3407 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01626 | 1.9202 | 0.1204 | 0.3658 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01627 | -0.2415 | -0.3206 | 0.9833 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01628 | -1.0140 | -0.0123 | 0.0325 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01629 | -3.4743 | -0.1912 | 1.0033 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01630 | -0.7202 | 0.0500 | 0.0626 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01631 | 0.7218 | 0.1947 | 0.4614 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01632 | 0.2296 | 0.0478 | 0.0998 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01633 | 1.1190 | 0.0227 | 0.0395 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01634 | 2.2452 | 0.0364 | 0.1248 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01635 | 3.8618 | 0.0103 | 0.0620 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01636 | -1.5758 | -0.0544 | 0.1402 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01637 | -1.9928 | -0.0273 | 0.1018 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01638 | -0.6130 | 0.1271 | 0.4209 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01639 | 3.6035 | -0.0673 | 0.3721 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01640 | 3.5069 | 0.2040 | 1.0943 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01641 | 1.0748 | 0.2021 | 0.4395 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01642 | 0.7083 | -0.1109 | 0.3560 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01643 | 0.2240 | -0.0546 | 0.0201 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01644 | 0.8336 | -0.0100 | 0.0130 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01645 | -3.3583 | 0.0804 | 0.4100 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01646 | 2.5930 | 0.0266 | 0.1116 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01647 | -2.2494 | -0.0302 | 0.1100 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01648 | 2.1371 | 0.1163 | 0.3907 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01649 | 1.3436 | 0.0355 | 0.0905 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01650 | -0.3473 | -0.0664 | 0.1948 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01651 | -3.7255 | -0.2229 | 1.2577 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01652 | -0.8624 | 0.0339 | 0.0604 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01653 | -2.4718 | -0.0780 | 0.3102 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01654 | 0.2159 | 0.1927 | 0.3747 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01655 | -0.9956 | -0.0899 | 0.3449 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01656 | 3.4678 | -0.0193 | 0.1041 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01657 | 0.8102 | -0.0540 | 0.0801 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01658 | -1.1982 | 0.0273 | 0.0526 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01659 | -0.9832 | -0.1288 | 0.1999 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01660 | -1.6152 | 0.1029 | 0.3421 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01661 | 0.5582 | -0.0766 | 0.0725 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01662 | 0.0879 | 0.0259 | 0.0038 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01663 | 3.8576 | -0.0821 | 0.5033 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01664 | 1.4440 | -0.0077 | 0.0266 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01665 | 2.7437 | 0.0390 | 0.1813 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01666 | 2.2621 | -0.0428 | 0.1531 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01667 | -2.8300 | 0.0105 | 0.0472 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01668 | 3.6081 | -0.0854 | 0.4783 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01669 | -0.7829 | -0.0097 | 0.0347 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01670 | 2.0475 | -0.1001 | 0.3231 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01671 | 0.1233 | -0.0929 | 0.1433 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01672 | 3.6955 | 0.0914 | 0.5366 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01673 | 1.4700 | -0.1065 | 0.3535 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01674 | 3.0485 | 0.0887 | 0.4333 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01675 | 1.3785 | -0.0739 | 0.1949 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01676 | -0.4711 | -0.0618 | 0.1115 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01677 | -1.4640 | 0.1968 | 0.7415 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01678 | -0.2040 | -0.0160 | 0.0147 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01679 | -2.9350 | 0.0353 | 0.1606 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01680 | 1.4960 | 0.0569 | 0.1308 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01681 | -1.7341 | -0.1434 | 0.4076 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01682 | 3.9895 | 0.0027 | 0.0170 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01683 | -0.0135 | 0.0941 | 0.1409 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01684 | 2.7328 | -0.0514 | 0.2184 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01685 | -2.7785 | -0.0746 | 0.3169 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01686 | 1.9462 | -0.0012 | 0.0041 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01687 | 1.1686 | -0.1113 | 0.4379 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01688 | 0.2737 | -0.0623 | 0.0489 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01689 | 1.9889 | 0.1809 | 0.6890 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
NET-01690 | 3.0485 | -0.0261 | 0.1349 | COMPLIANT_CONVERGENCE_STEP | COMMIT_DERIVATIVE_WEIGHT_ADJUSTMENT | 200
